geneName	baseMean	log2FC	lfcSE	stat	pvalue	padj
Cdh19	1.86950404	0.094358701	0.193098001	0.488657057	0.625084511	0.999630442
Best1	2.045232765	-0.057958189	0.198489474	-0.291996286	0.770289464	0.999630442
Cd72	27.50876553	0.425108473	0.287116804	1.480611611	0.138710099	0.474488795
Trim56	3846.851423	0.075412379	0.185623416	0.406265439	0.684547576	0.999630442
Arl6ip4	5198.611657	-0.2659107	0.077761029	-3.419588246	0.00062716	0.004939486
Gm24775	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm7535	455.7545898	0.119150337	0.120768697	0.98659951	0.323839011	0.867650672
Snx3	17649.44334	-0.006912139	0.067137081	-0.102955611	0.917998201	0.999630442
Gm11999	6.156107384	0.036050358	0.273163424	0.131973592	0.895005179	0.999630442
Tmem30c	1.67065193	0.003201177	0.185967483	0.017213639	0.986266181	0.999630442
Gm6227	2.851157867	0.081158752	0.218632638	0.371210597	0.710480681	0.999630442
Rps19bp1	2971.760029	0.013626201	0.076517495	0.178079552	0.8586605	0.999630442
Gm43703	39.89498216	-0.469582862	0.270584902	-1.735436305	0.082663554	0.316065904
Rcn2	2207.38367	0.136494506	0.07783757	1.75358129	0.079502279	0.306353082
Gm14671	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Eya2	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gm10145	3301.859597	0.167483711	0.091885981	1.822734094	0.068343674	0.27212987
Lamtor3	4816.532084	0.098712404	0.071757448	1.375639833	0.168933168	0.551613241
Bola3	6394.790453	0.470057502	0.0755054	6.225481886	4.80E-10	9.52E-09
1700027F06Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm7199	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm12097	28.95619724	0.448619712	0.285952457	1.568861193	0.116680286	0.414210171
Kras	14104.21617	0.246225185	0.071536964	3.441929498	0.000577581	0.004587028
Zfp90	367.9291624	0.42927255	0.133808262	3.208116917	0.001336072	0.009670686
Gbp3	109.0657623	-0.316955818	0.201510925	-1.572896446	0.115742798	0.411394521
F830016B08Rik	1.519236731	0.031865673	0.178493911	0.178525265	0.858310481	0.999630442
Aspa	3.9512495	-0.308535315	0.244069664	-1.264128079	0.20618406	0.636530689
Anapc5	38581.09912	0.23759479	0.067375714	3.526415897	0.000421225	0.003449483
Ccdc71l	3057.173952	0.244208103	0.074595747	3.273753698	0.001061291	0.007895658
Suco	2777.751538	0.303481754	0.083289177	3.643711763	0.000268734	0.002311728
Cnst	4321.012659	0.341157471	0.077590272	4.396910391	1.10E-05	0.000122623
Gm12708	1.46763092	-0.085366505	0.176492964	-0.483682197	0.62861143	0.999630442
Ankrd35	5.122817273	-0.099132635	0.262093299	-0.378234148	0.70525666	0.999630442
Gm26799	10.58061197	-0.298010159	0.29350795	-1.015339308	0.309944113	0.841609653
Spata7	676.2516306	0.292224524	0.113462729	2.575511151	0.010009205	0.055611028
CAAA01194877.2	1.864726827	0.029906373	0.192830583	0.155091444	0.876749228	0.999630442
2610034O05Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ly6g6f	21.82840855	-0.238554483	0.294151796	-0.810991081	0.417370793	0.999630442
Phox2a	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Gm37008	13.18042136	-0.103017753	0.298116194	-0.345562418	0.729671594	0.999630442
Gm11688	7.963162884	-0.227417618	0.284353092	-0.799771918	0.423842956	0.999630442
Anks1	1498.936475	0.126714647	0.086113256	1.471488286	0.141159113	0.480850688
Reg2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm807	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tjp1	8903.140675	0.641815214	0.074077484	8.664106565	4.55E-18	1.73E-16
Fcnb	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dusp16	1044.073144	0.259749691	0.098692017	2.631922019	0.008490335	0.048355916
Tmco3	1577.441093	-0.097174306	0.086327085	-1.125652573	0.260312606	0.751966572
Nol7	11514.33619	0.30172273	0.073210136	4.12132457	3.77E-05	0.000384525
Gm37204	1.316215721	-0.058204939	0.170181512	-0.342016816	0.732338237	0.999630442
Dbndd2	26.28960641	-0.520811214	0.289066014	-1.801703381	0.071592086	0.281674854
Tacstd2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm17084	26.41088502	-0.091974855	0.289716155	-0.317465399	0.75089049	0.999630442
Impa1	10830.39098	-0.065601194	0.069694611	-0.941266375	0.34656837	0.905497231
Ebpl	509.253638	-0.164422002	0.125984043	-1.305101806	0.191858184	0.605060876
Gm16253	8.797763197	-0.032081666	0.289179115	-0.110940467	0.911663556	0.999630442
Golga7b	2.717943624	0.239382391	0.217576756	1.100220427	0.271236093	0.772819229
Gm44623	3.294774843	0.009474052	0.232726734	0.040708913	0.967527956	0.999630442
Kifc1	3630.632461	0.06704581	0.080143647	0.836570483	0.402834043	0.992746552
Gm28800	1.346718657	0.065840954	0.171212733	0.384556408	0.700566096	0.999630442
Ighv9-1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm27402	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Snord100	57.91370991	-0.094388993	0.244681494	-0.385762699	0.699672423	0.999630442
Gm43378	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Gm20461	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Uqcrc2	35113.78891	0.196574653	0.066621728	2.950608742	0.003171484	0.020737931
RP23-114B10.6	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Ubap2l	36786.80732	0.044476628	0.071267446	0.62408056	0.53257468	0.999630442
Foxk1	4189.524443	-0.003649984	0.077942198	-0.046829366	0.962649224	0.999630442
Smyd1	2.535871124	0.154529967	0.214945941	0.718924796	0.472187258	0.999630442
2610318N02Rik	3435.59194	0.241274204	0.08161916	2.956097613	0.003115585	0.02043997
Gm5837	8410.523034	0.090431068	0.071187125	1.27032899	0.203967466	0.631371237
Gm12184	4098.338815	0.066786446	0.075765292	0.88149131	0.378051955	0.955353045
Gm42933	3.179713988	0.081354721	0.229544046	0.354418782	0.723025061	0.999630442
Mrpl54	3138.589689	0.120792119	0.081146989	1.488559471	0.136603411	0.469477747
Prr11	5138.009642	0.165868524	0.068611325	2.417509412	0.01562713	0.081443953
Gm21818	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Gm6117	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm23253	2.160177675	0.095880022	0.202977097	0.472368672	0.636663661	0.999630442
Ap1ar	11560.90496	0.148286871	0.071761273	2.066391312	0.038791546	0.171980769
Rps15a-ps2	33.35308185	0.114502267	0.283411877	0.404013649	0.686202683	0.999630442
Zfp458	691.2649299	0.094645633	0.105488198	0.897215374	0.369604003	0.942453468
Cxcl10	44.87543526	-0.161911052	0.266396496	-0.607782212	0.543331928	0.999630442
Gm37663	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm22208	15.81687768	-0.271718521	0.298540991	-0.910154815	0.36274087	0.93190073
Adam2	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Cideb	32.50347087	-0.277935684	0.280660985	-0.990289705	0.322032537	0.864459883
Gm15981	2.3707326	0.06388723	0.211046818	0.302715912	0.762106371	0.999630442
Gm5043	2.809572364	-0.078551748	0.221460622	-0.354698489	0.722815483	0.999630442
Akirin1-ps	6.475075821	0.05224914	0.270721866	0.192999333	0.84695949	0.999630442
Slc30a3	2.034150197	-0.121529674	0.1984736	-0.612321606	0.540324997	0.999630442
Gm6652	3859.481252	-0.191810652	0.07465986	-2.569126845	0.010195513	0.056474908
Pcgf5	3801.450782	0.275628421	0.074840731	3.682866497	0.000230626	0.002014306
Btbd2	3784.025548	0.211779523	0.088825706	2.384214361	0.017115629	0.087646191
Smim40	1.890761281	0.093224246	0.191604848	0.486544296	0.626581307	0.999630442
Gm10634	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ndufs2	36346.47971	0.245968942	0.071001295	3.464288089	0.000531637	0.004252432
RP23-177D16.2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm17190	2.366409335	0.060837561	0.209029554	0.291047651	0.771014876	0.999630442
Hdac5	1251.227949	0.794317646	0.105711842	7.513989284	5.74E-14	1.61E-12
Lix1	1.357347277	0.068673571	0.172537439	0.398021275	0.690614503	0.999630442
C230014O12Rik	1.352570064	0.001077885	0.171657295	0.006279282	0.994989891	0.999630442
Ppp1r2-ps1	27.94162339	0.161809359	0.293334282	0.551621032	0.581208023	0.999630442
Gm15247	2.182808693	0.029890566	0.203903348	0.146591837	0.883454198	0.999630442
Thsd7a	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Mnd1	913.9923549	0.208626098	0.096686065	2.157767994	0.030945874	0.142671161
Mir6918	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Rplp1-ps1	1.688660101	-0.125888286	0.186787888	-0.673963859	0.500334291	0.999630442
Ripor1	13758.45019	-0.673948849	0.074675359	-9.025050015	1.80E-19	7.42E-18
Cpeb2	204.0346691	-0.49990313	0.164507558	-3.038785179	0.002375342	0.016115383
Ppm1m	1300.255972	-0.110872975	0.088907333	-1.247062216	0.212374686	0.650487814
Hesx1	56.64703064	1.649444878	0.272885874	6.04444947	1.50E-09	2.81E-08
Orai2	2926.479691	-0.935848944	0.079728038	-11.73801545	8.14E-32	6.02E-30
4930506C21Rik	5.268835012	-0.020884763	0.263032189	-0.079400029	0.936714446	0.999630442
Smc6	11896.72137	0.066956314	0.068935637	0.971287368	0.331405197	0.879074245
Gm12902	10.81966201	0.129993824	0.293162473	0.443419044	0.657462663	0.999630442
Gm12856	2787.081989	0.142677437	0.080603193	1.770121389	0.076706921	0.297773296
Gpat4	8872.02066	0.015645868	0.069210868	0.226060855	0.82115409	0.999630442
Tbc1d24	7811.375722	0.281326699	0.073500989	3.827522625	0.000129439	0.001186698
Islr	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mixl1	1.482882388	-0.025455456	0.178463396	-0.142636846	0.886576996	0.999630442
Gm15756	1.514613884	-0.027629194	0.179817975	-0.153650904	0.877884998	0.999630442
Stox1	4.70882581	0.00484707	0.248906558	0.019473452	0.984463416	0.999630442
Atraid	1379.476088	-0.34550845	0.087307304	-3.957383099	7.58E-05	0.000722867
Cfdp1	16363.44863	0.104385256	0.064794472	1.611021026	0.10717514	0.388917341
Dand5	227.1331588	0.057470512	0.155271348	0.370129536	0.711285976	0.999630442
Catsperg1	2.737287153	-0.177841685	0.219240493	-0.811171704	0.417267073	0.999630442
Gm11221	3574.481985	0.031741842	0.078702265	0.403315487	0.68671615	0.999630442
Zfp760	1098.721653	0.446993056	0.090923046	4.916168971	8.83E-07	1.18E-05
Gm8539	664.2059129	0.086830266	0.114572993	0.757859803	0.448534917	0.999630442
Dvl2	2413.229019	-0.34235132	0.080722742	-4.241076458	2.22E-05	0.000236972
9330198N18Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mrpl20	20426.89648	-0.029228751	0.06546549	-0.446475705	0.655253658	0.999630442
Prorsd1	4990.473465	-0.121661498	0.07267171	-1.674124599	0.094106114	0.350882133
Tcam1	180.0823953	-0.091667297	0.168254084	-0.544814692	0.585880973	0.999630442
4930566N20Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nol8	9510.051633	-0.430220706	0.077547321	-5.547847439	2.89E-08	4.68E-07
Rab37	210.0502839	-2.119302634	0.183956021	-11.52070275	1.04E-30	7.29E-29
Prdm1	11.55458666	-0.251158893	0.296279838	-0.84770835	0.396600415	0.982955927
Gm5043	2.809572364	-0.078551748	0.221460622	-0.354698489	0.722815483	0.999630442
Ces1d	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gm37070	14.26537678	0.018650752	0.29859968	0.062460723	0.950195939	0.999630442
Gm8750	1.689114048	-0.061927814	0.186861899	-0.33140953	0.740335168	0.999630442
Cr1l	10958.03826	0.180175539	0.068638555	2.624990275	0.008665144	0.04913313
Depp1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Cyp20a1	5092.25369	-0.028442088	0.071596097	-0.397257513	0.691177575	0.999630442
Dok2	866.9879722	-2.194188521	0.12406991	-17.68509805	5.46E-70	1.61E-67
Perp	1314.319584	0.160525935	0.097751487	1.642184071	0.100551863	0.369747188
Cbx3-ps3	1.846380655	-0.153895663	0.192644598	-0.798857917	0.424372803	0.999630442
Man2c1	2817.881829	0.204356921	0.080929917	2.52510972	0.011566217	0.062864603
Gm37758	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm6882	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm26825	870.5312126	-0.034130427	0.101237248	-0.337133092	0.736016572	0.999630442
Gm43124	1.68128055	0.004519812	0.186406978	0.024247012	0.980655579	0.999630442
Mrps36-ps2	233.4587062	0.352159481	0.15370042	2.291207012	0.021951444	0.107379564
Zfp703	1264.116197	0.289894842	0.10605635	2.733403913	0.006268341	0.037385604
4933407E24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nipal1	9.777850462	-0.146400243	0.292278772	-0.500892495	0.616446784	0.999630442
Hist1h2bp	28.10792398	-0.079727556	0.285687361	-0.279072744	0.780188999	0.999630442
Ush1c	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Adamts18	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm15550	1.685903398	0.062441375	0.185143873	0.33725866	0.735921921	0.999630442
Smarca2	2361.015625	-0.518740037	0.100403018	-5.166578144	2.38E-07	3.45E-06
RP23-106I21.5	14.08658307	-0.56392651	0.29852695	-1.889030486	0.058887744	0.241936862
Gm26635	4.261339516	0.134266228	0.250725347	0.535511186	0.592296425	0.999630442
Gm43332	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
H2ac11	7.448017527	0.220431751	0.279776201	0.787885999	0.430763392	0.999630442
Gm38056	2.568018148	-0.024381661	0.209724667	-0.11625557	0.907449997	0.999630442
Gm13034	1035.28774	0.209754669	0.095412259	2.198403761	0.027920346	0.1309167
Trpv3	2.578231241	0.150967638	0.214427829	0.704048717	0.481402436	0.999630442
Tfr2	8746.133942	0.439513934	0.077556856	5.666990078	1.45E-08	2.42E-07
Ocel1	1115.944455	-0.249400046	0.100641637	-2.478100052	0.01320841	0.070449877
Gm24267	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Mtfmt	1381.039313	0.052970779	0.089228271	0.593654662	0.552743113	0.999630442
Gm16726	5.555998414	0.032569041	0.266914716	0.122020401	0.902882862	0.999630442
Fndc4	5.583860592	0.079212938	0.267838005	0.295749434	0.767421442	0.999630442
Gm23136	35.72164219	0.403119214	0.275644136	1.462462507	0.143614511	0.487042011
Cabin1	5812.377525	0.201089939	0.082373503	2.441196886	0.014638671	0.077186269
Mybbp1a	60136.81627	-0.121607276	0.065722415	-1.850316608	0.06426793	0.258766434
Usp16	11692.81084	0.197104986	0.07088642	2.780574683	0.005426278	0.032992386
Gm5578	1402.29273	0.297934718	0.089820703	3.316993852	0.000909916	0.006899548
Il2ra	1.882281051	-0.153643018	0.192004841	-0.800203875	0.423592685	0.999630442
Fgd1	3.225905003	-0.195001322	0.231363433	-0.842835532	0.399320433	0.986741908
Gm45148	8.660632068	-0.019030162	0.287604056	-0.06616792	0.947244137	0.999630442
Tmem128	4441.918781	0.196941456	0.076860938	2.562308772	0.010397883	0.057508947
Gm17206	2.352570064	0.169830448	0.205141495	0.827869796	0.407744242	0.999183731
Gm5541	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
4933412E24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ube2c	23836.8988	-0.090979177	0.069018236	-1.318190408	0.187439916	0.594633776
Gstz1	3560.683449	0.237481597	0.080230416	2.959994592	0.003076444	0.020214383
Gm13777	1.342095809	0.005257215	0.171357084	0.030679883	0.975524834	0.999630442
Ptcd3	18317.85731	0.194269394	0.067947699	2.859101873	0.004248423	0.026678226
Ybx2	3.131202882	0.090686813	0.228863205	0.396248988	0.691921355	0.999630442
Mcpt2	270.6475588	-2.170990075	0.163095969	-13.31112034	1.99E-40	2.19E-38
Cep55	2407.289485	-1.81320482	0.083158023	-21.80432816	2.11E-105	1.23E-102
RP24-344C7.3	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm12229	2.534642564	0.271315564	0.213386865	1.271472655	0.203560549	0.630448811
Ilk	9376.231881	0.085521944	0.07139395	1.19788782	0.230960692	0.691964924
9430060I03Rik	6.592181056	-0.186930586	0.274270516	-0.681555528	0.495520044	0.999630442
Ccdc114	4.757752444	-0.154430067	0.257431997	-0.59988684	0.548581653	0.999630442
Fam217b	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ndufs7	7200.604124	0.153138371	0.074738521	2.048988511	0.040463238	0.178160486
Erbb3	9.278527152	-0.445232304	0.287302743	-1.549697364	0.121214171	0.426703159
Gm37607	65.15036122	-0.270782036	0.238595781	-1.134898676	0.256417775	0.744665318
Fdps	746.0708182	-0.14001925	0.108491119	-1.290605641	0.196840459	0.615624415
4933407L21Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm15410	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm23557	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
AC124457.1	4.348538193	0.011622846	0.252221552	0.046081891	0.963244979	0.999630442
Actr10	9572.407932	0.119098052	0.074109245	1.607060656	0.108041063	0.391119016
1700092K14Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930402C01Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ttc17	2015.784059	0.011990357	0.083200814	0.144113457	0.885410879	0.999630442
Sla2	100.8136375	-0.416293231	0.213513279	-1.949729932	0.051208317	0.216051931
Gm23140	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1700034K08Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm10284	22.82500512	-0.203442116	0.295349405	-0.688818439	0.49093753	0.999630442
Nlrp12	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gal3st1	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Srd5a2	1.513385323	0.09731772	0.17905744	0.543500006	0.586785587	0.999630442
Pdf	112.5295055	-0.254714488	0.202894695	-1.255402407	0.209332716	0.643629729
Gm29488	1.698060161	-0.001119025	0.18493595	-0.006050878	0.995172128	0.999630442
Ubiad1	5172.245998	0.184380949	0.073708688	2.501481888	0.012367477	0.066551398
Itpripl2	190.0343821	-1.803759617	0.177341719	-10.17109582	2.67E-24	1.37E-22
Gm11755	1.482882388	-0.024962338	0.177200196	-0.140870827	0.887971989	0.999630442
Abce1	71985.98166	0.133684837	0.064552973	2.070932309	0.038365122	0.170561892
Gm10655	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Ulk1	3203.703404	0.196739042	0.079240858	2.482797989	0.013035499	0.069634864
Psors1c2	2.567409836	-0.088031504	0.212743524	-0.413791698	0.679026665	0.999630442
9130017K11Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rps15a-ps8	3.788623853	0.096536701	0.240260117	0.401800777	0.687830651	0.999630442
Rhox13	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Slc34a3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Vsig2	3.057427948	0.290359025	0.226531335	1.28176098	0.199926506	0.622537009
Gm9436	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Tram1	19913.31834	-0.103733664	0.063048186	-1.64530767	0.099906379	0.367603607
Kctd20	13031.64132	0.010902078	0.068575446	0.158979327	0.873685161	0.999630442
Gm11954	12.94411075	0.28391873	0.297929523	0.952972795	0.340603855	0.896021367
Mast1	44.17662069	0.740634837	0.267970685	2.763865145	0.005712114	0.034459936
Gm5526	3447.631503	-0.069894257	0.085506604	-0.817413552	0.413692133	0.999630442
Gm5442	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1010001N08Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm973	1.534642564	0.100252326	0.179935128	0.557158168	0.577419368	0.999630442
Arhgef7	5142.722717	0.088708787	0.075740056	1.171226856	0.241507603	0.714789105
Pxmp2	482.1736826	0.030657499	0.119598728	0.256336327	0.797691149	0.999630442
Pde3a	1.316215721	-0.058204939	0.170181512	-0.342016816	0.732338237	0.999630442
Ly86	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ap4b1	147.5902983	-0.116736683	0.181168481	-0.644354262	0.519345737	0.999630442
Gm7442	4.913944856	-0.119497965	0.256892725	-0.465166792	0.641812017	0.999630442
Gm4262	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ace3	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gm3372	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Mir6908	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Padi1	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Nfix	2058.490642	0.411162508	0.094402323	4.355427884	1.33E-05	0.000146465
Gm14287	341.0914497	-0.325065499	0.137325736	-2.367112733	0.017927471	0.090794766
Sh3bgrl	21900.68819	0.098432273	0.064661534	1.522269382	0.127941597	0.445736498
Gm13398	1.363198685	0.0024746	0.172995975	0.014304382	0.988587144	0.999630442
Gm16305	1.847947217	0.034497949	0.191945736	0.179727612	0.857366415	0.999630442
Gm37581	21.16696015	0.142431317	0.294736084	0.483250353	0.628917987	0.999630442
Exoc3	12507.41784	0.003553387	0.068555487	0.051832279	0.958662335	0.999630442
1700013N06Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm44986	1.531393494	-0.032065522	0.179296862	-0.1788404	0.858063022	0.999630442
Gm2383	1.685903398	0.062441375	0.185143873	0.33725866	0.735921921	0.999630442
Wfdc21	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm14052	7.112951331	0.231916444	0.279614018	0.829416371	0.406868841	0.998373781
Ino80b	2133.58906	0.224799223	0.08413098	2.672014788	0.007539733	0.043639264
Gm32591	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Gm26524	1.36950404	0.001620336	0.172310825	0.009403564	0.992497152	0.999630442
Gm38160	4.002427849	0.163700088	0.239913224	0.682330406	0.495030051	0.999630442
Gstz1	3560.683449	0.237481597	0.080230416	2.959994592	0.003076444	0.020214383
Rpl28-ps3	361.0833244	0.185386176	0.13657838	1.357361068	0.174666512	0.564727171
Galnt11	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rpl19-ps9	6.978550934	0.285156311	0.276053728	1.032973955	0.301616087	0.826579408
Vasp	17412.02608	-1.087848765	0.063873991	-17.03116938	4.82E-65	1.19E-62
Gm23322	1.881660803	0.031610356	0.193718164	0.163177037	0.870379045	0.999630442
Tmem106c	2768.985119	-0.1064213	0.081542664	-1.305099627	0.191858926	0.605060876
Gm13437	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Trim3	466.3509254	-0.100997631	0.120988455	-0.834770819	0.403846759	0.994191656
1700013H16Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1700034H15Rik	36.11245803	0.656821162	0.275193599	2.386760317	0.016997569	0.087152036
Ecrg4	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Cyb5r4	7592.169083	0.23514016	0.072137059	3.259630507	0.001115574	0.008242142
Slc7a6os	3010.559717	-0.069493701	0.07456059	-0.932043336	0.35131413	0.913894135
Rbm26	7794.541556	-0.00860464	0.072767864	-0.118247803	0.905871314	0.999630442
Riok3	11678.21672	0.293538007	0.071208984	4.122204675	3.75E-05	0.000383211
Ddx41	9278.124316	-0.160058295	0.070979447	-2.254994953	0.024133646	0.115866793
Cd93	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm15751	16.06097801	0.445413485	0.298758678	1.490880496	0.135992873	0.467939528
Gm14095	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Pqlc3	921.1482876	-0.462255904	0.108123499	-4.27525845	1.91E-05	0.000205168
Gm10616	6.304252189	-0.16007298	0.272665026	-0.58706825	0.55715787	0.999630442
Ina	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Gm2830	76.59857732	0.234639582	0.242320147	0.968304059	0.332892538	0.881489222
Gm44967	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm26876	5.62269338	0.009057026	0.266441153	0.033992594	0.972883057	0.999630442
Rpl18	29667.83736	0.112764729	0.068236665	1.652553341	0.098421801	0.363373062
A330069K06Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Zcchc3	2753.650205	0.422686963	0.090555167	4.667728827	3.05E-06	3.74E-05
Zfp266	3436.596005	-0.216123093	0.079490609	-2.718850632	0.006550918	0.038863126
9930111H07Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Arhgef9	25.57137683	0.024180509	0.290223749	0.083316784	0.933599655	0.999630442
Gm13270	18.56510098	-0.24482007	0.297809332	-0.822069843	0.411037148	0.999630442
Cpsf4	7244.062241	0.21446183	0.071002016	3.020503405	0.002523549	0.017008427
Agpat5	10911.7129	-0.768934435	0.068043724	-11.30059303	1.30E-29	8.71E-28
Mpg	2405.543391	0.42534278	0.087563902	4.857512846	1.19E-06	1.54E-05
Idh3g	15221.88434	0.045592721	0.069926406	0.652010073	0.514394675	0.999630442
Gm11852	1.86010398	-0.028344704	0.193915411	-0.146170457	0.883786827	0.999630442
Aldh3a2	2486.806858	-0.443192513	0.081575434	-5.432916405	5.54E-08	8.75E-07
Gm5353	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Tctn1	572.5565335	0.756400477	0.121068036	6.247730626	4.16E-10	8.31E-09
Esf1	6135.390561	-0.044505434	0.08373947	-0.53147499	0.595089668	0.999630442
Gm16202	2.517370587	-0.024947197	0.215264234	-0.115891045	0.907738893	0.999630442
1700027J07Rik	1.703911569	-0.063346091	0.186779436	-0.339149172	0.734497358	0.999630442
Fcrl1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Med28	6999.023583	0.151991515	0.075078716	2.024428811	0.04292605	0.187364137
Tssk5	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Xbp1	6470.127787	0.184335541	0.069360042	2.6576619	0.007868479	0.045325716
Gm21960	52.98603588	-0.077823281	0.252946143	-0.307667394	0.758335433	0.999630442
Glt8d2	2.758390028	-0.170937143	0.216454249	-0.789714887	0.429694295	0.999630442
4930412C18Rik	28.0684576	-0.353201298	0.286272897	-1.233792309	0.217280306	0.660779421
Gm10282	5684.554489	0.216812618	0.074918377	2.893984464	0.00380387	0.0242427
